INFO 2025-03-27 04:37:20,701 autoreload 34386 139874899623936 Watching for file changes with StatReloader
INFO 2025-03-27 05:45:28,308 autoreload 35622 140287222136832 Watching for file changes with StatReloader
INFO 2025-03-27 05:45:41,813 basehttp 35622 140287139640896 "GET /admin/ HTTP/1.1" 200 12239
INFO 2025-03-27 05:45:41,946 basehttp 35622 140287131248192 "GET /static/admin/css/base.css HTTP/1.1" 304 0
INFO 2025-03-27 05:45:42,020 basehttp 35622 140287139640896 "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
INFO 2025-03-27 05:45:42,047 basehttp 35622 140286918391360 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
INFO 2025-03-27 05:45:42,051 basehttp 35622 140286909998656 "GET /static/admin/css/dashboard.css HTTP/1.1" 304 0
INFO 2025-03-27 05:45:42,056 basehttp 35622 140286901605952 "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
INFO 2025-03-27 05:45:42,056 basehttp 35622 140286893213248 "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2025-03-27 05:45:42,128 basehttp 35622 140287131248192 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
INFO 2025-03-27 05:45:42,240 basehttp 35622 140286909998656 "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 304 0
INFO 2025-03-27 05:45:42,243 basehttp 35622 140286901605952 "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 304 0
INFO 2025-03-27 05:54:02,833 basehttp 35622 140286901605952 "GET /admin/ HTTP/1.1" 200 12239
INFO 2025-03-27 05:54:04,861 basehttp 35622 140286901605952 "GET /admin/ HTTP/1.1" 200 12239
INFO 2025-03-27 05:54:05,918 basehttp 35622 140286901605952 "GET /admin/ HTTP/1.1" 200 12239
INFO 2025-03-27 05:54:06,684 basehttp 35622 140286901605952 "GET /admin/ HTTP/1.1" 200 12239
INFO 2025-03-27 05:54:07,659 basehttp 35622 140286901605952 "GET /admin/ HTTP/1.1" 200 12239
INFO 2025-03-27 06:14:22,670 autoreload 62569 140551713800192 Watching for file changes with StatReloader
INFO 2025-03-27 06:14:33,105 basehttp 62569 140551631402560 "GET /admin/ HTTP/1.1" 200 12239
INFO 2025-03-27 06:14:33,252 basehttp 62569 140551623009856 "GET /static/admin/css/base.css HTTP/1.1" 200 21310
INFO 2025-03-27 06:14:33,280 basehttp 62569 140551631402560 "GET /static/admin/css/dark_mode.css HTTP/1.1" 200 2929
INFO 2025-03-27 06:14:33,353 basehttp 62569 140551612520000 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 200 2694
INFO 2025-03-27 06:14:33,359 basehttp 62569 140551395472960 "GET /static/admin/css/dashboard.css HTTP/1.1" 200 441
INFO 2025-03-27 06:14:33,360 basehttp 62569 140551378687552 "GET /static/admin/css/responsive.css HTTP/1.1" 200 18559
INFO 2025-03-27 06:14:33,361 basehttp 62569 140551387080256 "GET /static/admin/js/theme.js HTTP/1.1" 200 1943
INFO 2025-03-27 06:14:33,422 basehttp 62569 140551623009856 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 200 3063
INFO 2025-03-27 06:14:33,632 basehttp 62569 140551378687552 "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 200 331
INFO 2025-03-27 06:14:33,635 basehttp 62569 140551623009856 "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 200 380
INFO 2025-03-27 06:23:23,574 basehttp 62569 140551623009856 "OPTIONS /api/v1/auth/verify/ HTTP/1.1" 200 0
INFO 2025-03-27 06:23:23,578 basehttp 62569 140551395472960 "OPTIONS /api/v1/auth/verify/ HTTP/1.1" 200 0
INFO 2025-03-27 06:23:23,591 basehttp 62569 140551631402560 "OPTIONS /api/v1/auth/verify/ HTTP/1.1" 200 0
INFO 2025-03-27 06:23:23,602 basehttp 62569 140551378687552 "OPTIONS /api/v1/auth/verify/ HTTP/1.1" 200 0
WARNING 2025-03-27 06:23:23,754 log 62569 140551623009856 Not Found: /api/v1/auth/verify/
WARNING 2025-03-27 06:23:23,754 basehttp 62569 140551623009856 "GET /api/v1/auth/verify/ HTTP/1.1" 404 21363
WARNING 2025-03-27 06:23:23,870 log 62569 140551378687552 Not Found: /api/v1/auth/verify/
WARNING 2025-03-27 06:23:23,870 basehttp 62569 140551378687552 "GET /api/v1/auth/verify/ HTTP/1.1" 404 21363
WARNING 2025-03-27 06:23:23,986 log 62569 140551623009856 Not Found: /api/v1/auth/verify/
WARNING 2025-03-27 06:23:23,986 basehttp 62569 140551623009856 "GET /api/v1/auth/verify/ HTTP/1.1" 404 21363
WARNING 2025-03-27 06:23:24,097 log 62569 140551378687552 Not Found: /api/v1/auth/verify/
WARNING 2025-03-27 06:23:24,097 basehttp 62569 140551378687552 "GET /api/v1/auth/verify/ HTTP/1.1" 404 21363
INFO 2025-03-27 06:23:59,137 basehttp 62569 140551378687552 "OPTIONS /api/v1/api-token-auth/ HTTP/1.1" 200 0
WARNING 2025-03-27 06:23:59,331 log 62569 140551378687552 Not Found: /api/v1/api-token-auth/
WARNING 2025-03-27 06:23:59,331 basehttp 62569 140551378687552 "POST /api/v1/api-token-auth/ HTTP/1.1" 404 21373
INFO 2025-03-27 06:24:13,299 basehttp 62569 140551612520000 "GET /admin/ HTTP/1.1" 200 12239
INFO 2025-03-27 06:24:14,425 basehttp 62569 140551612520000 "GET /admin/ HTTP/1.1" 200 12239
WARNING 2025-03-27 06:25:01,644 log 62569 140551378687552 Not Found: /api/v1/api-token-auth/
WARNING 2025-03-27 06:25:01,644 basehttp 62569 140551378687552 "POST /api/v1/api-token-auth/ HTTP/1.1" 404 21373
INFO 2025-03-27 06:32:23,494 basehttp 62569 140551378687552 "GET /admin/ HTTP/1.1" 200 12239
WARNING 2025-03-27 06:32:39,836 log 62569 140551623009856 Not Found: /api/v1/api-token-auth/
WARNING 2025-03-27 06:32:39,837 basehttp 62569 140551623009856 "POST /api/v1/api-token-auth/ HTTP/1.1" 404 21373
INFO 2025-03-27 10:01:13,310 autoreload 65684 140643581558784 Watching for file changes with StatReloader
INFO 2025-03-27 10:01:20,383 basehttp 65684 140643490850368 "GET /admin/ HTTP/1.1" 200 12239
INFO 2025-03-27 10:01:20,482 basehttp 65684 140643490850368 "GET /static/admin/css/base.css HTTP/1.1" 304 0
INFO 2025-03-27 10:01:20,483 basehttp 65684 140643499243072 "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
INFO 2025-03-27 10:01:20,513 basehttp 65684 140643480360512 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
INFO 2025-03-27 10:01:20,515 basehttp 65684 140643259115072 "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
INFO 2025-03-27 10:01:20,516 basehttp 65684 140643267507776 "GET /static/admin/css/dashboard.css HTTP/1.1" 304 0
INFO 2025-03-27 10:01:20,518 basehttp 65684 140643250722368 "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2025-03-27 10:01:20,600 basehttp 65684 140643499243072 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
INFO 2025-03-27 10:01:20,641 basehttp 65684 140643480360512 "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 304 0
INFO 2025-03-27 10:01:20,642 basehttp 65684 140643250722368 "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 304 0
INFO 2025-03-27 10:01:24,619 basehttp 65684 140643242329664 "OPTIONS /api/v1/api-token-auth/ HTTP/1.1" 200 0
WARNING 2025-03-27 10:01:24,731 log 65684 140643242329664 Not Found: /api/v1/api-token-auth/
WARNING 2025-03-27 10:01:24,732 basehttp 65684 140643242329664 "POST /api/v1/api-token-auth/ HTTP/1.1" 404 21373
WARNING 2025-03-27 10:01:26,624 log 65684 140643242329664 Not Found: /api/v1/api-token-auth/
WARNING 2025-03-27 10:01:26,624 basehttp 65684 140643242329664 "POST /api/v1/api-token-auth/ HTTP/1.1" 404 21373
WARNING 2025-03-27 10:01:29,422 log 65684 140643242329664 Not Found: /api/v1/api-token-auth/
WARNING 2025-03-27 10:01:29,423 basehttp 65684 140643242329664 "POST /api/v1/api-token-auth/ HTTP/1.1" 404 21373
WARNING 2025-03-27 10:01:33,384 log 65684 140643242329664 Not Found: /api/v1/api-token-auth/
WARNING 2025-03-27 10:01:33,384 basehttp 65684 140643242329664 "POST /api/v1/api-token-auth/ HTTP/1.1" 404 21373
WARNING 2025-03-27 10:02:53,895 log 65684 140643233936960 Not Found: /
WARNING 2025-03-27 10:02:53,895 basehttp 65684 140643233936960 "GET / HTTP/1.1" 404 2417
INFO 2025-03-27 10:06:50,417 basehttp 65684 140643242329664 "OPTIONS /api-token-auth/ HTTP/1.1" 200 0
INFO 2025-03-27 10:06:50,844 basehttp 65684 140643242329664 "POST /api-token-auth/ HTTP/1.1" 200 52
INFO 2025-03-27 10:06:51,159 basehttp 65684 140643242329664 "OPTIONS /auth/verify/ HTTP/1.1" 200 0
INFO 2025-03-27 10:06:51,189 basehttp 65684 140643250722368 "OPTIONS /auth/verify/ HTTP/1.1" 200 0
WARNING 2025-03-27 10:06:51,268 log 65684 140643242329664 Not Found: /auth/verify/
WARNING 2025-03-27 10:06:51,269 basehttp 65684 140643242329664 "GET /auth/verify/ HTTP/1.1" 404 2471
WARNING 2025-03-27 10:06:51,305 log 65684 140643250722368 Not Found: /auth/verify/
WARNING 2025-03-27 10:06:51,306 basehttp 65684 140643250722368 "GET /auth/verify/ HTTP/1.1" 404 2471
INFO 2025-03-27 10:06:59,532 basehttp 65684 140643480360512 "GET /admin/ HTTP/1.1" 200 12239
WARNING 2025-03-27 10:11:20,044 log 65684 140643499243072 Not Found: /auth/login/
WARNING 2025-03-27 10:11:20,045 basehttp 65684 140643499243072 "POST /auth/login/ HTTP/1.1" 404 2469
INFO 2025-03-27 10:12:26,542 basehttp 65684 140643480360512 "POST /api-token-auth/ HTTP/1.1" 200 52
INFO 2025-03-27 10:21:38,390 basehttp 65684 140643480360512 "POST /api-token-auth/ HTTP/1.1" 200 52
WARNING 2025-03-27 10:21:38,684 log 65684 140643480360512 Not Found: /auth/verify/
WARNING 2025-03-27 10:21:38,684 basehttp 65684 140643480360512 "GET /auth/verify/ HTTP/1.1" 404 2471
WARNING 2025-03-27 10:21:38,755 log 65684 140643250722368 Not Found: /auth/verify/
WARNING 2025-03-27 10:21:38,755 basehttp 65684 140643250722368 "GET /auth/verify/ HTTP/1.1" 404 2471
INFO 2025-03-27 10:22:52,724 basehttp 65684 140643480360512 "POST /api-token-auth/ HTTP/1.1" 200 52
